# local star id, UCAC4 id, mag, mag err
# K star: 1541,UCAC4 121-067897,14.870,0.03000
5611,UCAC4 121-068444,13.213,0.04000
5514,UCAC4 121-068451,14.807,0.05000
5683,UCAC4 121-067712,13.913,0.03000
986,UCAC4 122-066827,13.941,0.02000
5638,UCAC4 121-068088,14.752,0.01000
1295,UCAC4 121-067972,13.501,0.05000
1367,UCAC4 121-067799,14.843,0.05000
1054,UCAC4 121-068146,14.398,0.02000
1431,UCAC4 121-068372,14.712,0.07000
