# local star id, UCAC4 id, mag, mag err
# K star: 3200,UCAC4 120-066516,14.144,0.01000
4872,UCAC4 119-063589,13.962,0.01000
4443,UCAC4 119-064131,13.708,0.04000
4259,UCAC4 119-064125,14.383,0.05000
4651,UCAC4 119-063562,14.654,0.01000
3553,UCAC4 119-063720,14.842,0.03000
292,UCAC4 118-067052,13.248,0.04000
4701,UCAC4 119-063307,14.241,0.07000
3323,UCAC4 120-066444,14.942,0.01000
3401,UCAC4 119-064257,13.774,0.04000
