# local star id, UCAC4 id, mag, mag err
# K star: 2090,UCAC4 232-147150,12.592,0.01000
2662,UCAC4 233-156023,12.394,0.01000
3086,UCAC4 232-147523,12.548,0.01000
3424,UCAC4 232-147615,12.694,0.01000
2309,UCAC4 232-147294,12.636,0.01000
2729,UCAC4 232-147404,12.694,0.01000
3600,UCAC4 232-147660,12.860,0.01000
8081,UCAC4 232-147226,12.845,0.00000
3014,UCAC4 232-147501,12.916,0.01000
3325,UCAC4 232-147589,12.916,0.01000
