# local star id, UCAC4 id, mag, mag err
# K star: 5731,UCAC4 231-155456,12.414,0.01000
7249,UCAC4 231-155845,12.435,0.01000
6241,UCAC4 231-155585,12.360,0.01000
6517,UCAC4 231-155651,12.703,0.01000
5837,UCAC4 231-155486,12.790,0.01000
7531,UCAC4 231-155937,12.702,0.01000
5551,UCAC4 231-155398,12.891,0.01000
5960,UCAC4 231-155520,12.830,0.01000
6252,UCAC4 231-155581,12.968,0.01000
7074,UCAC4 231-155818,13.083,0.01000
