# local star id, UCAC4 id, mag, mag err
# K star: 3198,UCAC4 230-161216,12.508,0.03000
2944,UCAC4 231-155456,12.414,0.01000
3296,UCAC4 231-155356,12.640,0.01000
2994,UCAC4 230-161277,12.726,0.01000
2306,UCAC4 230-161456,12.740,0.01000
3772,UCAC4 230-161061,12.730,0.01000
2963,UCAC4 230-161287,12.786,0.01000
2495,UCAC4 230-161412,12.905,0.01000
2751,UCAC4 231-155514,12.944,0.01000
2473,UCAC4 230-161418,12.939,0.01000
