# local star id, UCAC4 id, mag, mag err
# K star: 3201,UCAC4 231-154721,12.821,0.01000
2894,UCAC4 231-154618,12.349,0.01000
3521,UCAC4 231-154834,12.410,0.01000
3004,UCAC4 231-154660,12.618,0.02000
4378,UCAC4 230-160918,12.596,0.02000
4416,UCAC4 230-160924,12.889,0.01000
4042,UCAC4 231-155000,13.146,0.01000
3148,UCAC4 231-154703,13.042,0.01000
3060,UCAC4 231-154677,13.115,0.01000
2451,UCAC4 231-154503,12.971,0.00000
