# local star id, UCAC4 id, mag, mag err
# K star: 8559,UCAC4 154-060325,12.377,0.01000
9134,UCAC4 153-062150,11.984,0.01000
6565,UCAC4 154-061170,12.265,0.02000
6540,UCAC4 154-060858,12.389,0.01000
6214,UCAC4 154-060967,12.498,0.00000
9198,UCAC4 153-062405,13.563,0.01000
8419,UCAC4 154-060439,12.570,0.02000
7263,UCAC4 154-060849,12.635,0.01000
8365,UCAC4 154-060544,12.634,0.01000
6301,UCAC4 154-061080,12.637,0.01000
