# local star id, UCAC4 id, mag, mag err
# K star: 3147,UCAC4 155-060882,12.365,0.01000
2327,UCAC4 156-056857,11.899,0.01000
2376,UCAC4 156-057211,11.933,0.00000
2724,UCAC4 156-057146,12.052,0.02000
10276,UCAC4 156-056954,12.100,0.01000
10251,UCAC4 156-057326,12.191,0.01000
10170,UCAC4 156-056967,12.205,0.01000
2511,UCAC4 156-056949,12.399,0.01000
10037,UCAC4 156-056980,12.424,0.01000
2541,UCAC4 156-057196,12.569,0.01000
