# local star id, UCAC4 id, mag, mag err
# K star: 5479,UCAC4 232-147501,12.916,0.01000
5755,UCAC4 232-147418,12.210,0.05000
5421,UCAC4 232-147523,12.548,0.01000
6277,UCAC4 232-147294,12.636,0.01000
5062,UCAC4 232-147615,12.694,0.01000
5804,UCAC4 232-147404,12.694,0.01000
6614,UCAC4 232-147226,12.845,0.00000
5113,UCAC4 232-147589,12.916,0.01000
5864,UCAC4 232-147387,13.196,0.01000
6176,UCAC4 232-147312,13.127,0.01000
