# local star id, UCAC4 id, mag, mag err
# K star: 5113,UCAC4 232-147589,12.916,0.01000
2589,UCAC4 233-156923,12.692,0.01000
4866,UCAC4 232-147660,12.860,0.01000
2884,UCAC4 233-156846,12.738,0.01000
4831,UCAC4 232-147663,12.868,0.01000
4910,UCAC4 233-156251,12.834,0.01000
4925,UCAC4 233-156254,12.832,0.01000
3075,UCAC4 233-156807,12.981,0.01000
4961,UCAC4 233-156246,12.966,0.01000
4499,UCAC4 233-156368,12.982,0.01000
