# local star id, UCAC4 id, mag, mag err
# K star: 7050,UCAC4 233-155655,12.655,0.01000
6851,UCAC4 232-147150,12.592,0.01000
7373,UCAC4 232-147014,12.615,0.01000
6209,UCAC4 232-147294,12.636,0.01000
161,UCAC4 232-146848,12.687,0.01000
6521,UCAC4 232-147226,12.845,0.00000
7317,UCAC4 232-147036,12.973,0.01000
6905,UCAC4 232-147136,12.865,0.01000
304,UCAC4 232-146885,13.041,0.01000
7635,UCAC4 232-146939,13.094,0.01000
