# local star id, UCAC4 id, mag, mag err
# K star: 3112,UCAC4 231-155398,12.891,0.01000
1937,UCAC4 231-155845,12.435,0.01000
3185,UCAC4 231-155376,12.356,0.01000
2402,UCAC4 231-155585,12.360,0.01000
2009,UCAC4 232-148593,12.517,0.01000
2200,UCAC4 231-155651,12.703,0.01000
2799,UCAC4 231-155486,12.790,0.01000
2747,UCAC4 232-148303,13.037,0.01000
1859,UCAC4 232-148641,13.076,0.01000
2861,UCAC4 232-148262,13.090,0.01000
